society,price,price_per_sq.ft,bedRoom,bathroom,balcony,floorNum,facing,type,sector,Super_build_area,build_area,Carpet_area,Not available,Study Room,Servant Room,Pooja Room,Others,age,luxury_score,furnishing_type,location_score
HCBS Sports Ville,0.32,5517,2,2,1,7.0,,flat,sohna,,,580.0,1,0,0,0,0,New Property,34,1,0
Ansal Heights 86,0.82,6029,2,2,1,12.0,,flat,sector 86,1360.0,,1000.0,1,0,0,0,0,New Property,28,1,27
Zara Aavaas,0.4,7029,2,2,1,14.0,,flat,sector 104,569.0,,,1,0,0,0,0,relatively new,45,1,42
HCBS Sports Ville,0.35,4,2,2,2,8.0,,flat,sohna,,737147.0,,1,0,0,0,0,relatively new,27,0,0
Sare Green Parc,0.75,4820,3,2,2,16.0,,flat,sector 92,,1556.0,1261.0,1,0,0,0,0,,0,1,42
Sare Petioles,1.25,6097,3,3,3,18.0,,flat,sector 92,,,2050.0,0,0,1,0,0,,27,1,5
Signature Global Park,0.65,7907,2,1,2,3.0,,flat,sohna,,,822.0,1,0,0,0,0,New Property,82,1,42
Sare Petioles,1.3,6373,4,4,0,7.0,,flat,sector 92,,2040.0,,1,0,0,0,0,,0,1,0
Dhoot Time Residency,3.0,18271,3,3,3+,14.0,,flat,sector 63,,1642.0,1500.0,0,0,1,0,0,relatively new,0,2,17
Signature Global Park,0.68,8252,2,2,2,3.0,,flat,sohna,,,824.0,1,0,0,0,0,New Property,86,1,42
Tulip Petals,1.55,10000,3,2,3,6.0,East,flat,sector 89,1550.0,,,0,0,0,0,0,old property,90,2,49
Conscient Habitat,0.35,6422,2,2,1,3.0,North-East,flat,sector 99a,,,545.0,1,0,0,0,0,relatively new,39,1,0
Unitech Fresco,1.85,11131,3,3,3+,0.0,,flat,sector 50,,1662.0,,1,0,0,0,0,,0,1,44
Sare Crescent Parc,0.49,4909,2,2,2,2.0,,flat,sector 92,,,998.0,1,0,0,0,0,relatively new,75,1,5
Ireo The Corridors,1.5,11111,2,2,2,10.0,,flat,sector 67a,,,1350.0,0,0,0,0,0,relatively new,46,2,43
Godrej Nature Plus,1.25,9025,2,2,3+,15.0,,flat,sector-33 sohna,,,1385.0,1,0,0,0,0,Under Construction,27,1,41
Umang Winter Hills,1.0,7500,2,2,2,3.0,,flat,sector 77,,,1340.0,1,0,0,0,0,New Property,65,1,49
Vatika Seven Elements,1.6,8163,3,3,3,5.0,,flat,sector 89a,1960.0,,,1,0,0,0,0,New Property,53,1,41
DLF Garden City Floors,1.7,8588,3,4,2,1.0,,flat,sector 92,1630.0,,,1,0,0,0,0,,0,1,34
Signature Global City 63A,1.65,15263,2,2,2,1.0,,flat,sector 63a,1081.0,,,1,0,0,0,0,,0,1,43
Signature Global Grand IVA,0.3,8290,1,2,2,5.0,,flat,sector 103,,,361.0,1,0,0,0,0,New Property,27,1,18
Zara Aavaas,0.65,8519,3,2,2,7.0,,flat,sector 104,,,763.0,1,0,0,0,0,New Property,61,1,42
Smart World Orchard,2.57,15766,3,3,2,3.0,North-East,flat,sector 61,,,1630.0,0,1,0,0,0,Under Construction,2,1,51
Signature Global City 92,0.78,7722,2,2,3,2.0,,flat,sector 92,1010.0,,700.0,0,0,0,0,1,New Property,33,1,41
Ramsons Kshitij,0.33,3911,2,2,1,14.0,South,flat,sector 95,767.0,,,0,0,0,0,1,New Property,59,1,0
Eldeco Accolade,1.2,8043,2,2,2,0.0,,flat,sector-33 sohna,,1492.0,849.0,1,0,0,0,0,,0,1,18
om appartments,0.4,4444,3,2,1,3.0,,flat,sector 5,,,900.0,1,0,0,0,0,relatively new,4,1,34
Bestech Park View Grand Spa,4.5,10714,4,6,3+,17.0,,flat,sector 81,4200.0,,,0,0,1,0,0,relatively new,27,2,42
AVL 36 Gurgaon,0.75,7500,2,2,2,5.0,North-East,flat,sector 36a,1000.0,,727.0,1,0,0,0,0,relatively new,16,1,14
Tata Gurgaon Gateway,3.21,11825,3,3,3,9.0,,flat,sector 113,2520.0,,,1,0,0,0,0,New Property,28,1,52
Breez Global Hill View,0.35,6315,2,2,2,14.0,West,flat,sohna,,,554.0,1,0,0,0,0,New Property,48,1,44
Sare Green ParC Phase 3,0.95,4856,4,3,3,4.0,North,flat,sector 92,1956.0,,,1,0,0,0,0,old property,41,1,26
Lavanya Apartments,0.9,5056,3,3,0,7.0,,flat,sector 81,,1780.0,,1,0,0,0,0,,0,1,5
Signature Global Orchard Avenue,0.85,14237,2,2,0,10.0,,flat,sector 93,,597.0,,1,0,0,0,0,,0,1,25
Whiteland Blissville,1.92,11794,3,3,2,3.0,,flat,sector 76,,1628.0,,1,0,0,0,0,,0,1,50
Smart World Gems,1.2,8433,3,3,2,2.0,East,flat,sector 89,,1423.0,920.0,1,0,0,0,0,,0,1,52
Signature Global City 37D Ph 2,1.1,8148,3,3,1,2.0,North,flat,sector 37d,,,1350.0,0,0,0,1,0,,45,1,21
DLF Royalton Tower,6.5,20687,4,4,3+,9.0,,flat,sector 53,2997.0,,,0,0,1,0,0,old property,4,1,0
Smart World Orchard,1.85,14800,2,2,2,3.0,,flat,sector 61,,,1250.0,1,0,0,0,0,New Property,27,1,51
Suncity Vatsal Valley,1.38,12212,2,2,2,4.0,East,flat,sector 2,,1130.0,,1,0,0,0,0,Under Construction,111,1,51
Shapoorji Pallonji Joyville Gurugram,1.42,10380,2,2,3,14.0,,flat,sector 102,,1368.0,,1,0,0,0,0,,0,1,0
Krisumi Waterfall Residences,2.3,15551,2,2,2,23.0,,flat,sector 36a,,1479.0,,1,0,0,0,0,,0,1,51
Birla Navya,3.7,15416,3,3,3+,1.0,North,flat,sector 63a,,,2400.0,1,0,0,0,0,,63,1,33
Signature Global the Millennia,0.6,9230,2,2,3,7.0,,flat,sector 37d,650.0,,596.0,1,0,0,0,0,New Property,31,1,25
Kashish Manor One,1.65,7097,3,4,3+,14.0,,flat,sector 111,2325.0,,,0,0,1,0,1,Under Construction,17,1,61
Zara Aavaas,0.2,6644,1,2,2,3.0,,flat,sector 104,,,301.0,1,0,0,0,0,New Property,0,1,42
Apartment,0.75,4687,3,4,3,2.0,East,flat,sector 92,,,1600.0,0,1,0,0,0,old property,90,1,5
Essel Tower,2.2,12500,3,4,3+,3.0,,flat,sector 28,,,1760.0,0,0,1,0,0,old property,0,0,45
Shapoorji Pallonji Joyville Gurugram,0.95,10383,2,2,2,14.0,North-West,flat,sector 102,,915.0,858.0,1,0,0,0,0,,0,1,0
Shapoorji Pallonji Joyville Gurugram,0.95,10383,2,2,2,14.0,,flat,sector 102,,915.0,675.0,1,0,0,0,0,,0,1,0
Ramsons Kshitij,0.4,5839,3,2,2,6.0,,flat,sector 95,,,685.0,1,0,0,0,0,,0,1,0
Godrej Icon,1.62,10018,3,2,3+,10.0,East,flat,sector 88a,1617.0,,,0,1,0,0,0,relatively new,28,0,36
Breeze Global Heights,0.4,6421,2,2,2,4.0,,flat,sector 33,,623.0,599.0,1,0,0,0,0,,0,1,38
M3M Skycity,3.5,17039,3,3,3,15.0,East,flat,sector 65,,,2054.0,0,1,1,1,0,New Property,140,2,43
Signature Global City 37D Ph 2,1.36,8846,3,3,3,1.0,North-East,flat,sector 37d,,1535.0,,0,0,0,1,1,New Property,23,1,21
Smart World Orchard,2.41,14785,3,3,3,2.0,East,flat,sector 61,,1630.0,1625.0,1,0,0,0,0,New Property,0,1,51
Shapoorji Pallonji Joyville,1.1,12022,2,2,1,7.0,,flat,sector 102,,915.0,700.0,1,0,0,0,0,,0,1,0
Central Park Flower Valley,2.5,13270,3,3,2,1.0,,flat,sector-33 sohna,,,1884.0,1,0,0,0,0,,0,1,33
Smart World Orchard,1.47,12782,2,2,2,4.0,North-East,flat,sector 61,,,1150.0,0,1,0,1,0,New Property,53,1,51
Silverglades Hightown Residences,4.2,19767,3,4,2,7.0,East,flat,sector 43,2150.0,,,1,0,0,0,0,,24,1,34
Mapsko Mount Ville,1.65,9091,3,3,0,12.0,,flat,sector 79,,1815.0,,1,0,0,0,0,,0,1,42
Godrej Air,1.75,9589,3,3,2,27.0,,flat,sector 85,,1825.0,,1,0,0,0,0,,0,1,41
Signature Global City 63A,1.4,11336,2,2,2,3.0,East,flat,sector 63a,,,1235.0,0,0,0,0,1,,0,1,43
Signature The Roselia,0.45,7908,2,2,2,2.0,East,flat,sector 95a,,,569.0,1,0,0,0,0,New Property,25,2,21
SBR apartment,0.68,4456,3,3,3,2.0,,flat,manesar,,1526.0,,1,0,0,0,0,old property,0,1,14
ATS Triumph,2.0,8733,3,4,3+,4.0,,flat,sector 104,2290.0,,,0,0,1,0,0,relatively new,62,1,52
Silverglades The Melia,0.75,5555,2,2,2,4.0,,flat,sohna,,1350.0,,1,0,0,0,0,old property,0,1,27
Vatika Sovereign Park,3.25,9672,4,4,3+,2.0,,flat,sector 99,3360.0,,,0,0,1,0,0,New Property,93,1,42
Eldeco Accolade,1.1,7549,2,2,3+,17.0,,flat,sohna,1457.0,,,0,1,0,0,1,relatively new,4,2,18
Microtek Greenburg,1.45,9797,3,2,3,8.0,North-East,flat,sector 86,,1480.0,1050.0,1,0,0,0,0,relatively new,62,0,34
Signature Global Orchard Avenue,0.4,7359,2,2,2,11.0,,flat,sector 93,,,543.0,1,0,0,0,0,New Property,23,1,25
Conscient Elevate,4.25,18518,3,4,3,3.0,,flat,sector 59,2295.0,,,1,0,0,0,0,,0,1,59
Signature Global Solera 2,0.37,6680,2,2,2,9.0,,flat,sector 107,,,553.0,1,0,0,0,0,New Property,31,1,7
Spaze Privvy The Address,1.25,6900,3,4,2,12.0,North-East,flat,sector 93,1805.0,,1100.0,1,0,0,0,0,relatively new,60,2,41
Surendra Avenue 69,0.75,6818,2,2,2,4.0,,flat,sector 69,,1100.0,,1,0,0,0,0,old property,0,1,35
Krishna Apartment,0.35,4117,2,2,1,2.0,,flat,sector 2,,850.0,750.0,1,0,0,0,0,relatively new,12,2,53
Godrej 101,2.0,8453,3,4,3+,2.0,North-East,flat,sector 79,,,2366.0,0,0,1,0,0,relatively new,116,2,16
DLF The Primus,3.5,13430,5,5,3+,14.0,North-East,flat,sector 82a,,,2606.0,0,1,0,0,0,relatively new,28,0,23
DLF Regency Park 1,1.91,16608,2,2,2,11.0,,flat,sector 28,,,1150.0,1,0,0,0,0,New Property,89,0,33
Ramprastha The Edge Towers,1.0,5649,3,3,3+,13.0,,flat,sector 37d,1770.0,,,1,0,0,0,0,old property,51,1,40
Central Park Flower Valley,1.4,21538,3,3,3,2.0,,flat,sector-33 sohna,650.0,,,1,0,0,0,0,relatively new,54,1,33
Godrej Summit,0.82,9854,2,2,3,12.0,,flat,sector 104,,,828.751,0,1,0,0,0,relatively new,103,1,51
Ashiana Anmol,0.88,11125,2,2,2,13.0,East,flat,sohna,1275.0,,791.0,1,0,0,0,0,relatively new,103,0,40
Signature Global Park,0.55,6690,2,2,3,3.0,East,flat,sector 36 sohna,,,822.0,1,0,0,0,0,,0,1,42
Ansal API Esencia,1.2,7407,3,3,2,1.0,,flat,sector 67,,,1620.0,1,0,0,0,0,,0,1,10
M3M Heights,1.9,13991,2,2,2,40.0,,flat,sector 65,,1358.0,,1,0,0,0,0,,0,1,52
Signature Global City 81,0.89,8279,2,2,2,3.0,North,flat,sector 81,,,1075.0,0,0,0,0,1,,12,1,18
Ramprastha The Edge Towers,1.1,5528,3,3,3,9.0,,flat,sector 37d,,1990.0,,1,0,0,0,0,,0,1,40
Smart World Gems,0.95,8903,2,2,2,1.0,East,flat,sector 89,1067.0,,578.0,0,1,0,0,0,relatively new,99,1,52
Green Court,0.47,6811,2,2,1,0.0,East,flat,sector 90,,,690.0,1,0,0,0,0,New Property,32,1,38
Lord Krishna,2.7,8571,4,3,3,6.0,North-East,flat,sector 12,,3150.0,,1,0,0,0,0,,0,1,42
Supertech Araville,0.95,6209,2,2,3,7.0,North-East,flat,sector 79,1530.0,,,0,1,0,0,0,New Property,28,1,5
Umang Monsoon Breeze,1.15,5284,3,3,3,9.0,,flat,sector 78,2176.0,,,0,0,1,0,1,old property,15,1,16
Signature Global Park 4,1.0,9900,3,2,3,2.0,,flat,sector 36 sohna,,,1010.0,1,0,0,0,0,New Property,108,1,52
Brisk Lumbini Terrace Homes,1.5,6616,3,3,1,4.0,North,flat,sector 109,,,2267.0,0,0,1,0,0,New Property,23,1,19
Assotech Blith,1.9,6702,4,4,3+,2.0,North-East,flat,sector 99,,2835.0,,1,0,0,0,0,,0,1,43
Essel Towers,2.2,12500,3,4,3+,3.0,,flat,sector 43,,,1760.0,1,0,0,0,0,,0,1,37
Essel Towers,2.2,12500,3,4,3+,3.0,North-West,flat,sector 43,,,1760.0,1,0,0,0,0,,0,1,37
Tulip Ivory,5.0,10416,6,7,3+,0.0,,flat,sector 70,,,4800.0,0,1,1,0,0,relatively new,86,1,42
Sidhivinayak Apartments,1.9,10555,4,3,3+,9.0,North,flat,sector 55,,,1800.0,0,0,0,1,0,old property,22,0,50
Sare Petioles,1.3,6373,4,4,0,7.0,,flat,sector 92,,2040.0,,1,0,0,0,0,,0,1,0
Dhoot Time Residency,3.0,18271,3,3,3+,14.0,,flat,sector 63,,1642.0,1500.0,0,0,1,0,0,relatively new,0,2,17
Signature Global Park,0.68,8252,2,2,2,3.0,,flat,sohna,,,824.0,1,0,0,0,0,New Property,86,1,42
Tulip Petals,1.55,10000,3,2,3,6.0,East,flat,sector 89,1550.0,,,0,0,0,0,0,old property,90,2,49
Conscient Habitat,0.35,6422,2,2,1,3.0,North-East,flat,sector 99a,,,545.0,1,0,0,0,0,relatively new,39,1,0
Sare Crescent Parc,0.49,4909,2,2,2,2.0,,flat,sector 92,,,998.0,1,0,0,0,0,relatively new,75,1,5
Ireo The Corridors,1.5,11111,2,2,2,10.0,,flat,sector 67a,,,1350.0,0,0,0,0,0,relatively new,46,2,43
Umang Winter Hills,1.0,7500,2,2,2,3.0,,flat,sector 77,,,1340.0,1,0,0,0,0,New Property,65,1,49
Signature Global City 63A,1.65,15263,2,2,2,1.0,,flat,sector 63a,1081.0,,,1,0,0,0,0,,0,1,43
Signature Global Grand IVA,0.3,8290,1,2,2,5.0,,flat,sector 103,,,361.0,1,0,0,0,0,New Property,27,1,18
Signature Global City 92,0.78,11142,2,2,3,2.0,,flat,sector 92,1010.0,,700.0,0,0,0,0,1,New Property,33,1,41
Ramsons Kshitij,0.33,3911,2,2,1,14.0,South,flat,sector 95,767.0,,,0,0,0,0,1,New Property,59,1,0
Eldeco Accolade,1.2,8043,2,2,2,0.0,,flat,sector-33 sohna,,1492.0,849.0,1,0,0,0,0,,0,1,18
om appartments,0.4,4444,3,2,1,3.0,,flat,sector 5,,,900.0,1,0,0,0,0,relatively new,4,1,34
Bestech Park View Grand Spa,4.5,10714,4,6,3+,17.0,,flat,sector 81,4200.0,,,0,0,1,0,0,relatively new,27,2,42
AVL 36 Gurgaon,0.75,7500,2,2,2,5.0,North-East,flat,sector 36a,1000.0,,727.0,1,0,0,0,0,relatively new,16,1,14
Breez Global Hill View,0.35,6315,2,2,2,14.0,West,flat,sohna,,,554.0,1,0,0,0,0,New Property,48,1,44
Sare Green ParC Phase 3,0.95,4856,4,3,3,4.0,North,flat,sector 92,1956.0,,,1,0,0,0,0,old property,41,1,26
Lavanya Apartments,0.9,5056,3,3,0,7.0,,flat,sector 81,,1780.0,,1,0,0,0,0,,0,1,5
Signature Global Orchard Avenue,0.85,14237,2,2,0,10.0,,flat,sector 93,,597.0,,1,0,0,0,0,,0,1,25
Smart World Gems,1.2,8433,3,3,2,2.0,East,flat,sector 89,,1423.0,920.0,1,0,0,0,0,,0,1,52
DLF Royalton Tower,6.2,20687,4,4,3+,9.0,,flat,sector 53,2997.0,,,0,0,1,0,0,old property,4,1,0
Shapoorji Pallonji Joyville Gurugram,1.6,11700,2,2,3,14.0,,flat,sector 102,,1368.0,,1,0,0,0,0,old property,0,1,0
Krisumi Waterfall Residences,2.3,15551,2,2,2,23.0,,flat,sector 36a,,1479.0,,1,0,0,0,0,,0,1,41
Birla Navya,3.7,15416,3,3,3+,1.0,North,flat,sector 63a,,,2400.0,1,0,0,0,0,,63,1,33
Signature Global the Millennia,0.6,9230,2,2,3,7.0,,flat,sector 37d,650.0,,596.0,1,0,0,0,0,New Property,31,1,25
Zara Aavaas,0.2,6644,1,2,2,3.0,,flat,sector 104,,,301.0,1,0,0,0,0,New Property,0,1,42
Smart World Gems,0.86,7796,2,3,2,4.0,North-East,flat,sector 89,,,1103.0,0,1,1,1,0,New Property,61,2,52
Apartment,0.75,4687,3,4,3,2.0,East,flat,sector 92,,,1600.0,0,1,0,0,0,old property,90,1,5
Essel Tower,2.2,12500,3,4,3+,3.0,,flat,sector 28,,,1760.0,0,0,1,0,0,old property,0,0,45
Shapoorji Pallonji Joyville Gurugram,0.95,10383,2,2,2,14.0,North-West,flat,sector 102,,915.0,858.0,1,0,0,0,0,,0,1,0
Shapoorji Pallonji Joyville Gurugram,0.95,10383,2,2,2,14.0,,flat,sector 102,,915.0,675.0,1,0,0,0,0,,0,1,0
Ramsons Kshitij,0.4,5839,3,2,2,6.0,,flat,sector 95,,,685.0,1,0,0,0,0,,0,1,0
Breeze Global Heights,0.4,6421,2,2,2,4.0,,flat,sector 33,,623.0,599.0,1,0,0,0,0,,0,1,38
M3M Skycity,3.5,17039,3,3,3,15.0,East,flat,sector 65,,,2054.0,0,1,1,1,0,New Property,140,2,43
Signature Global City 37D Ph 2,1.36,8846,3,3,3,1.0,North-East,flat,sector 37d,,1535.0,,0,0,0,1,1,New Property,23,1,21
Breez Global Heights,0.4,6694,2,2,2,7.0,,flat,sohna,950.0,,597.0,1,0,0,0,0,relatively new,52,1,42
Smart World Orchard,2.41,14785,3,3,3,2.0,East,flat,sector 61,,1630.0,1625.0,1,0,0,0,0,New Property,0,1,59
Shapoorji Pallonji Joyville,1.1,12022,2,2,1,7.0,,flat,sector 102,,915.0,700.0,1,0,0,0,0,,0,1,0
Central Park Flower Valley,2.5,13270,3,3,2,1.0,,flat,sector-33 sohna,,,1884.0,1,0,0,0,0,,0,1,41
M3M Heights,2.44,13300,3,3,2,7.0,,flat,sector 65,1828.0,,,1,0,0,0,0,relatively new,43,1,52
Corona Gracieux,1.05,5949,3,3,3+,7.0,North-East,flat,sector 76,1765.0,,,1,0,0,0,0,relatively new,112,2,18
Silverglades Hightown Residences,4.2,19767,3,4,2,7.0,East,flat,sector 43,2150.0,,,1,0,0,0,0,,24,1,34
Signature Global City 63A,1.4,11336,2,2,2,3.0,East,flat,sector 63a,,,1235.0,0,0,0,0,1,,0,1,43
Signature The Roselia,0.45,7908,2,2,2,2.0,East,flat,sector 95a,,,569.0,1,0,0,0,0,New Property,25,2,21
ATS Triumph,2.0,8733,3,4,3+,4.0,,flat,sector 104,2290.0,,,0,0,1,0,0,relatively new,62,1,52
Silverglades The Melia,0.75,5555,2,2,2,4.0,,flat,sohna,,1350.0,,1,0,0,0,0,old property,0,1,27
Vatika Sovereign Park,3.25,9672,4,4,3+,2.0,,flat,sector 99,3360.0,,,0,0,1,0,0,New Property,93,1,42
Eldeco Accolade,1.1,7549,2,2,3+,17.0,,flat,sohna,1457.0,,,0,1,0,0,1,relatively new,4,2,18
Microtek Greenburg,1.45,9797,3,2,3,8.0,North-East,flat,sector 86,,1480.0,1050.0,1,0,0,0,0,relatively new,62,0,34
Signature Global Orchard Avenue,0.4,7359,2,2,2,11.0,,flat,sector 93,,,543.0,1,0,0,0,0,New Property,23,1,25
Shapoorji Pallonji Joyville Gurugram,2.12,11447,3,3,3,9.0,South-East,flat,sector 102,1852.0,,1320.0,1,0,0,0,0,New Property,85,1,34
Spaze Privvy The Address,1.45,8033,3,4,2,12.0,North-East,flat,sector 93,1805.0,,1100.0,1,0,0,0,0,relatively new,60,2,41
Surendra Avenue 69,0.75,6818,2,2,2,4.0,,flat,sector 69,,1100.0,,1,0,0,0,0,old property,0,1,35
Godrej 101,2.0,8453,3,4,3+,2.0,North-East,flat,sector 79,,,2366.0,0,0,1,0,0,relatively new,116,2,16
DLF The Primus,3.5,13430,5,5,3+,14.0,North-East,flat,sector 82a,,,2606.0,0,1,0,0,0,relatively new,28,0,23
DLF Regency Park 1,1.91,16608,2,2,2,11.0,,flat,sector 28,,,1150.0,1,0,0,0,0,New Property,89,0,33
Ramprastha The Edge Towers,1.0,5649,3,3,3+,13.0,,flat,sector 37d,1770.0,,,1,0,0,0,0,old property,51,1,40
Central Park Flower Valley,1.4,21538,3,3,3,2.0,,flat,sector-33 sohna,650.0,,,1,0,0,0,0,relatively new,54,1,41
Godrej Summit,0.82,9854,2,2,3,12.0,,flat,sector 104,,,828.751,0,1,0,0,0,relatively new,103,1,51
Ashiana Anmol,0.88,11125,2,2,2,13.0,East,flat,sohna,1275.0,,791.0,1,0,0,0,0,relatively new,103,0,40
M3M Heights,1.9,13991,2,2,2,40.0,,flat,sector 65,,1358.0,,1,0,0,0,0,,0,1,52
GLS Arawali Homes,0.27,4687,2,2,2,1.0,East,flat,sohna,,,576.0,1,0,0,0,0,New Property,42,1,7
Signature Global City 81,0.89,8279,2,2,2,3.0,North,flat,sector 81,,,1075.0,0,0,0,0,1,,12,1,18
Ramprastha The Edge Towers,1.1,5528,3,3,3,9.0,,flat,sector 37d,,1990.0,,1,0,0,0,0,,0,1,40
Smart World Gems,0.95,8903,2,2,2,1.0,East,flat,sector 89,1067.0,,578.0,0,1,0,0,0,relatively new,99,1,52
Green Court,0.47,6811,2,2,1,0.0,East,flat,sector 90,,,690.0,1,0,0,0,0,New Property,32,1,38
Supertech Araville,0.95,6209,2,2,3,7.0,North-East,flat,sector 79,1530.0,,,0,1,0,0,0,New Property,28,1,5
Umang Monsoon Breeze,1.15,5284,3,3,3,9.0,,flat,sector 78,2176.0,,,0,0,1,0,1,old property,15,1,16
Brisk Lumbini Terrace Homes,1.5,6616,3,3,1,4.0,North,flat,sector 109,,,2267.0,0,0,1,0,0,New Property,23,1,19
Assotech Blith,1.9,6702,4,4,3+,2.0,North-East,flat,sector 99,,2835.0,,1,0,0,0,0,,0,1,43
Essel Towers,2.2,12500,3,4,3+,3.0,,flat,sector 43,,,1760.0,1,0,0,0,0,,0,1,37
Essel Towers,2.2,12500,3,4,3+,3.0,North-West,flat,sector 43,,,1760.0,1,0,0,0,0,,0,1,37
Tulip Ivory,5.0,10416,6,7,3+,0.0,,flat,sector 70,,,4800.0,0,1,1,0,0,relatively new,86,1,42
Sidhivinayak Apartments,1.9,10555,4,3,3+,9.0,North,flat,sector 55,,,1800.0,0,0,0,1,0,old property,22,0,50
Krrish Florence Estate,1.65,7764,3,4,3+,27.0,North-East,flat,sector 70,2125.0,,,0,1,1,0,0,New Property,70,1,34
La Vida by Tata Housing,1.93,12222,3,3,2,8.0,,flat,sector 113,1579.0,,,1,0,0,0,0,relatively new,0,1,41
Trisara Our Homes 3,0.21,4339,1,1,0,2.0,,flat,sector 6 sohna,,484.0,,1,0,0,0,0,,0,1,45
Ashiana Anmol,1.1,8627,2,2,2,4.0,North-East,flat,sector 33,,1275.0,795.0,1,0,0,0,0,,0,1,0
Smart World Orchard,1.6,13913,2,2,2,3.0,,flat,sector 61,,,1150.0,0,1,0,0,0,relatively new,27,1,51
M3M Capital,3.25,14142,4,4,3+,34.0,,flat,sector 113,,,2298.0,0,1,1,1,0,New Property,92,1,51
Indiabulls Centrum Park,1.2,8432,2,2,3,3.0,North-East,flat,sector 103,1423.0,,,1,0,0,0,0,old property,15,1,50
Trisara Our Homes 3,0.38,6312,2,2,2,1.0,,flat,sector 6 sohna,,602.0,,1,0,0,0,0,,0,1,45
Smart World Orchard,2.45,15800,3,3,3,3.0,,flat,sector 61,1549.0,,939.0,0,1,1,0,0,New Property,101,1,51
DLF Royalton Tower,6.5,22108,4,5,2,8.0,West,flat,sector 53,2940.0,,,0,0,1,0,0,relatively new,11,1,0
Ashok vihar phase 2,0.28,4307,2,2,1,3.0,North,flat,sector 5,650.0,,550.0,1,0,0,0,0,relatively new,57,1,34
Valley View Estate,1.5,7489,4,4,3+,10.0,North-East,flat,gwal pahari,2000.0,,1650.0,1,0,0,0,0,old property,42,1,35
Supertech Araville,0.8,5266,2,2,2,12.0,,flat,sector 79,,,1519.0,0,1,0,0,0,New Property,28,1,5
MRG World Ultimus,0.5,6983,2,2,2,1.0,North-East,flat,sector 90,,,716.0,1,0,0,0,0,relatively new,14,1,51
Assotech Blith,0.92,6739,2,2,3+,22.0,,flat,sector 99,1365.0,,,1,0,0,0,0,relatively new,50,1,43
Ansal Housing Highland Park,0.88,6429,2,2,3,3.0,,flat,sector 103,1361.0,,,1,0,0,0,0,New Property,54,1,22
Mapsko Casa Bella,1.25,6377,3,4,3+,8.0,,flat,sector 82,1960.0,,,1,0,0,0,0,relatively new,0,1,33
ILD Grand,0.66,5038,2,2,3+,14.0,,flat,sector 37c,,1310.0,,1,0,0,0,0,,0,1,34
Unitech Vistas,0.53,4800,2,2,2,9.0,,flat,sector 70,1095.0,,,0,0,0,0,1,relatively new,24,1,18
Ramprastha The Edge Towers,0.8,5797,2,2,3,2.0,North-East,flat,sector 37d,1380.0,,1200.0,1,0,0,0,0,relatively new,54,1,40
Smart World Gems,1.71,12000,3,2,0,3.0,,flat,sector 89,,1423.0,,1,0,0,0,0,,0,1,52
Sapphire Eighty Three,0.65,9286,1,1,0,6.0,,flat,sector 83,,700.0,,1,0,0,0,0,,0,1,14
Sare Crescent Parc,0.82,5384,3,3,3+,12.0,West,flat,sector 92,,1523.0,,1,0,0,0,0,,0,1,0
DLF The Grove,5.7,41245,3,3,3,1.0,East,flat,sector 54,,1382.0,,1,0,0,0,0,,0,1,42
M3M Skycity,2.8,15317,3,3,0,14.0,,flat,sector 65,,1828.0,,1,0,0,0,0,,0,1,43
Raheja Vedaanta,1.5,5263,3,4,0,12.0,,flat,sector 108,,2850.0,,1,0,0,0,0,,0,1,0
Ansal Housing Highland Park,0.8,5878,2,2,2,9.0,South-East,flat,sector 103,,1361.0,1300.0,1,0,0,0,0,,0,1,0
Sidhartha NCR One Phase 1,0.46,4646,2,2,0,6.0,,flat,sector 95,,990.0,,1,0,0,0,0,,0,1,0
Ramsons Kshitij,0.3,3158,2,2,1,11.0,,flat,sector 95,,950.0,552.0,1,0,0,0,0,,0,1,0
Sobha Smriti Apartments,0.5,8333,1,1,2,3.0,,flat,sector 56,,,600.0,1,0,0,0,0,,0,1,50
Unitech Sunbreeze,1.0,5476,4,3,0,0.0,,flat,sector 69,,1826.0,,1,0,0,0,0,,0,1,0
Shree Vardhman Victoria,1.8,9230,3,4,3,2.0,South-West,flat,sector 70,1950.0,,1161.0,0,0,1,0,1,New Property,26,1,37
Sare Crescent Parc,0.66,4977,3,2,2,15.0,North,flat,sector 92,,,1326.0,1,0,0,0,0,relatively new,27,0,5
Smart World Gems,0.9,8159,2,2,2,2.0,East,flat,sector 89,1103.0,,,0,1,0,0,1,New Property,48,1,52
Suncity Avenue 76,0.55,7422,2,2,2,9.0,North-East,flat,sector 76,,,741.0,1,0,0,0,0,Under Construction,16,1,34
Raheja Sampada,0.7,4453,3,3,0,7.0,,flat,sector 2,,1572.0,,1,0,0,0,0,,0,1,27
Godrej Air,2.6,12212,3,3,3,17.0,,flat,sector 85,,2129.0,,0,0,1,0,0,relatively new,0,1,41
Sare Crescent Parc Royal Greens Phase 1,0.75,4325,4,4,3+,3.0,East,flat,sector 92,,1734.0,,1,0,0,0,0,relatively new,76,1,12
ILD Grand Centra,0.95,5220,3,1,0,0.0,,flat,sector 37c,,1820.0,,1,0,0,0,0,,0,1,0
Signature Global City 81,0.8,14652,2,2,2,4.0,North,flat,sector 81,,,546.0,0,1,0,0,0,,20,1,18
Godrej Habitat,1.2,8310,2,2,3,0.0,,flat,sector 3,1444.0,,,1,0,0,0,0,relatively new,0,1,52
