property_name,society,price,price_per_sq.ft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,area,type,sector
4 Bedroom House for sale in Arjun Nagar,independent,0.82,10224,Carpet area: 802 (74.51 sq.m.),4,4,0,Not available,"Arjun Nagar, Gurgaon, Haryana, India, Arjun Nagar, Gurgaon, Haryana",2.0,,undefined,"['Lal Superspeciality Hospital', 'Shri Gobind Hospital', 'Satyam Hospital Gurgaon', 'Shiv Mahima Patient Care Bureau', 'Tirath Ram Hospitals Pvt Ltd', 'Dev Man Kathuria Clinic', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Navjeevan Hospital and Maternity Centre', 'Swastik Maternity and Medical Centre', 'Dr. Madan Clinic', 'Pasricha Hospital and Maternity Home', 'Nangia Hospital Ent and Maternity', 'Rama Hospital & Nursing Home', 'Ankur Clinic and Maternity Home', 'Chiranjiv Hospital', 'Parashar Hospital', 'Vinayak Hospital Gurgaon', 'My Care Clinic', 'Kathuria Hospital', 'Triveni Hospital Gurgaon', 'M.S Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'Bindal Clinic', 'Dr. Ajay S. Gupta Clinic', 'Taneja Hospital', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Rachna Dental Clinic', 'Rajendra Hospital', 'Pearl Dental Clinic', 'Aryan Hospital', 'D.R. Rajnis Gupta Clinic', 'Aarvy Hospital', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Kharbanda Maternity and Nursing Home', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Nursing and Maternity Home', 'IBP Petrol Station', 'Indian Oil', 'State bank of india', 'Dronacharya Government College', 'St. Michaels Sr. Sec. School']","An independant 2 storey well maintained house in sector 8 gurgaonground and first floor having 2 room set with 2 washrooms, one store room, one kitchen proper ventilation n lobby for vehicle parking on second floor , one room n bathroom n open terrace is also there arjun nagar, gurgaon, haryana, india","['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",75.0,house,sector 8
3 Bedroom House for sale in Rajendra Park,independent,1.15,3285,Carpet area: 3500 (325.16 sq.m.),3,2,1,Not available,"Rajendra Park Block B, Sector 105, Rajendra Park, Gurgaon, Haryana",1.0,,undefined,,Best in class property available at rajendra park block b location in gurgaon,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",325.0,house,sector 9
3 Bedroom House for sale in Sector 67 Gurgaon,Ansal API Esencia,1.85,74000,Carpet area: 250 (23.23 sq.m.),3,3,3,Not available,"Sector 67, Sector 67 Gurgaon, Gurgaon, Haryana",1.0,,undefined,"['Proposed Metro corridor', 'N.H-8', 'Golf Course Road', 'Shiskshantar', 'DPS', 'Amity', 'Pathways', 'GD Goenka', 'Medicity', 'Artemis', 'Max, Fortis', 'Apollo']",Newly constructed with best amenities ansal api esencia sector 67,,,"['Environment4 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",23.0,house,sector 67
6 Bedroom House for sale in Sector 63A Gurgaon,Aindependentt Raj Estates,8.5,27139,Plot area 348(290.97 sq.m.),6,6,3+,"Pooja Room,Store Room","Sector 63A Gurgaon, Gurgaon, Haryana",3.0,East,Under Construction,"['Sector 55-56 Metro Station', 'Paras Trinity Mall', 'Rajesh Pilot Road', 'Golf Course Ext Road', 'Badshahpur Sohna Rd Hwy', 'Scottish High International School', 'KIIT College of Engineering', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station']",It is a contemporary villa that is east-Facing on a corner plot. This is a gated society for peaceful living near aravali hills.,,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Water Storage']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety5 out of 5']",291.0,house,sector 63a
4 Bedroom House for sale in DLF Phase 5,independent,5.75,23662,Plot area 270(225.75 sq.m.)Built Up area: 260 sq.yards (217.39 sq.m.)Carpet area: 220 sq.yards (183.95 sq.m.),4,4,2,"Servant Room,Store Room","B14/27, DLF Phase 5, Gurgaon, Haryana",4.0,North,Oct 2024,"['Sector 54 chowk metro station', 'Sector 53-54 metro station', 'Sector metro station', 'Sector metro station', 'Sanatan Dharm Mandir', 'Hanuman Mandir', 'New Life Church', 'Indusind bank ATM', 'Citi bank ATM', 'Icici bank ATM', 'State bank ATM', 'Icici bank ATM', 'Arunodaya Deseret Eye Hospital', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'Paras Hospital Gurgaon', 'pracksht hospital', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'HCG CNG Station', 'Heera Fuel Station', 'Hdfc bank & atm', 'Icici bank', 'Hdfc bank', 'Axis bank', 'Indusind bank', 'Kotak mahindra bank', 'State bank of india', 'Hdfc bank and atm', '222', 'Naivedyam Restaurant', 'Bikanerwala', 'Burger Singh', 'Wat-a-Burger', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Shophouse by Kylin', 'Sagar Ratna', 'Pizza Hut', 'Suncity School', 'Iilm University', 'IILM', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology']",Its a heart of gurgaon dlf phase -5 on park drive near golf course road fully loadede floors develped by dlf,"['1 Water Purifier', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '4 Geyser', '1 Stove', '4 Light', '4 AC', '4 TV', '1 Modular Kitchen', '1 Chimney', '5 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Curtains', 'No Fan', 'No Sofa']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']",226.0,house,sector 53
5 Bedroom House for sale in Sector 53 Gurgaon,independent,4.65,17574,Plot area 294(245.82 sq.m.),5,5,3+,Not available,"Dlf Exclusive Floors, Suncity, Sector 54, Gurgaon, Sector 53 Gurgaon, Gurgaon, Haryana",1.0,,5 to 10 Year Old,"['Sector 53-54 metro station', 'Sector 54 chowk metro station', 'Sector 42-43 metro station', 'Hanuman Mandir', 'New Life Church', 'Sanatan Dharm Mandir', 'Citi bank ATM', 'Icici bank ATM', 'Indusind bank ATM', 'State bank ATM', 'Icici bank ATM', 'Hdfc ATM', 'Paras Hospital Gurgaon', 'Surgicare Hospital Gurgaon', 'Arihant Hospital', 'Arunodaya Deseret Eye Hospital', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Gupta', 'HUDA Office Complex', 'Apollo Pharmacy', 'Medisca', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank & atm', 'Axis bank', 'Kotak mahindra bank', 'Indusind bank', 'Icici bank', 'Hdfc bank', 'State bank of india', '222', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Naivedyam Restaurant', 'Burger Singh', 'Cafe Tonini', 'Wat-a-Burger', 'Sagar Ratna', 'Bikanerwala', 'Shophouse by Kylin', 'IILM', 'Iilm University', 'Suncity School', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology']","Looking to buy an independent house in gurgaon? Do check out this 5 bhk house in sector 53 gurgaon, which is an ideal choice for a family. The house has over super built up area of 294 sq.Yards and comes with 5 bedrooms, 5 bathrooms and more than 3 balconies. The houses comes with dedicated 2 open parking space(s) where you can easily park your vehicle(s). This 5-10 years old property is available for immediate possession as the house is ready to move. It is a freehold property. This spacious house can be all yours at an attractive price of  4.65 crore.","['7 Fan', '5 Geyser', '8 Light', '8 AC', '1 Chimney', '12 Curtains', '4 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",246.0,house,sector 54
4 Bedroom House for sale in Ansal's Palam Vihar,independent,7.2,13333,Plot area 520(434.79 sq.m.),4,4,3+,"Servant Room,Study Room","G-145b, Ansal's Palam Vihar, Gurgaon, Haryana",4.0,,10+ Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']","Vacant possession, three side open, well ventilated. Shopping malls, mini market, school close by.","['1 Water Purifier', '15 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '8 Geyser', '1 Stove', '20 Light', '3 AC', '1 TV', '1 Chimney', '1 Curtains', '3 Bed', '2 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No Modular Kitchen']","['Separate entry for servant room', 'No open drainage around', 'Low Density Society']",,435.0,house,sector 2
3 Bedroom House for sale in Devilal Colony,independent,0.6,10753,Plot area 62(51.84 sq.m.),3,3,1,Not available,"Gali No.3, Devilal Colony, Gurgaon, Haryana",2.0,,1 to 5 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Esic Hospital Gurugram', 'Taneja Hospital', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Shree Krishna Hospital Gurgaon', 'Dr. Madan Clinic', 'Kr Dental Hub', 'Ankur Clinic and Maternity Home', 'Dev Man Kathuria Clinic', 'Shiv Mahima Patient Care Bureau', 'Navjeevan Hospital and Maternity Centre', 'Chiranjiv Hospital', 'Satyam Hospital Gurgaon', 'Shri Gobind Hospital', 'Geeta Nursing Home Gurgaon', 'Prateek Nursing Home And Polyclinic', 'Lal Superspeciality Hospital', 'Swastik Maternity and Medical Centre', 'Mangalam Hospital and Heart Centre Gurgaon', 'Aryan Hospital', 'Shri Multispeciality Hospital', 'Ravi Clinic and Health Care Centre', 'D.R. Rajnis Gupta Clinic', 'Bindal Clinic', 'Gurgaon Eye Centre', 'My Care Clinic', 'M.S Hospital', 'Triveni Hospital Gurgaon', 'Tirath Ram Hospitals Pvt Ltd', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Bhatnagar Maternity and Nursing Home', 'Nangia Hospital Ent and Maternity', 'Parashar Hospital', 'Kathuria Hospital', 'Bhanu Dental Care', 'Rama Hospital & Nursing Home', 'Hdfc bank', 'Kotak bank', 'Indian bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']",Newly build property on latest technology.,"['1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",52.0,house,sector 9
4 Bedroom House for sale in Prem Nagar,independent,4.5,9091,Plot area 550(459.87 sq.m.),4,5,2,Not available,"339/3, Prem Nagar, Gurgaon, Haryana",2.0,East,10+ Year Old,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Ahooja Eye and Dental Institute Hospital', 'Jackson Hospital', 'Dr. Sandeep Chauhan', 'Nidhi Clinic', 'Dental Health Centre', 'Kalyani Hospital Gurgaon', 'Dr. Babita Sharma', 'M Goel Hospital', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Dr. Tomar Clinic', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Om Charitable Dental & Implant Centre', 'Lall Eye Care Centre', 'Dentecare - Multispeciality Dental Clinic', 'Children Hospital', 'Kharbanda Maternity and Nursing Home', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Gupta Hospital Gurgaon', 'Sheetla Clinic', 'Dr. Sarvejeet Singh', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Jeevan Jyoti Hospital Gurgaon', 'Kishor Clinic', 'Sharma Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Dr. Ajay S. Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Ahmed Hospital Multi Speciality', 'Aarvy Hospital', 'Indian Oil', 'Rang Parivartan', 'State bank of india sbi', 'Punjab national bank', 'Icici bank', 'Hdfc bank', 'govt sec school', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'Salvan Public School', 'District library gurgaon']","This property is near main gurugram bus stand. Total two floor old building in 500 gaj in documents, at physical plot is near about 570 gaj.",,,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",460.0,house,sector 13
14 Bedroom House for sale in DLF Phase 3,independent,3.2,59259,Plot area 60(50.17 sq.m.),14,14,3+,Not available,"Three Side Corner, DLF Phase 3, Gurgaon, Haryana",6.0,West,1 to 5 Year Old,"['Dlf phase 3 metro station', 'Micromax moulsari avenue metro station', 'Dlf phase 2 metro station', 'Guru dronacharya metro station', 'Indusind bank cyber city metro station', 'Vodafone belvedere towers metro station', 'Shri Shiv Shakthi Mandir', 'Icici bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Abn amro bank ATM', 'Citibank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Dental Cure and Care Centre', ""Dr. Khullar's Dental Clinic"", 'Garg Dental Care', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Harbour', 'Asha Multispeciality Clinic', 'Upkar Clinic', ""St Stephen's Hospital Health Care Facility"", 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Cosmodentz Dental Clinic', 'RBS Dental Clinic', 'Kailash Nursing Home Gurgaon', 'Krishna Family Clinic', 'Durga Poly Clinic', 'Anahat Hospital', 'Pharmacy', 'Shri Balaji Medical Store', 'State bank of india', 'Icici bank', 'Deutsche bank', 'Standard chartered bank', 'PVR Cinames', 'The God Father', 'Machaan', 'Food Court', 'Mc Donalds', 'barrique', ""McDonald's""]","Rental income option for sale in 60 sq.Yds. Fully furnished running pre-Rented house on 3-Side open corner building in dlf phase 3 , v block. 60sqyards (Green area on one side)@ 14 rooms fully luxury furnished with double balcony in each room. Rent coming 2lacs++","['14 Bed', '14 Wardrobe', '1 Water Purifier', '1 Fridge', '14 AC', '14 TV', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Sofa', 'No Stove', 'No Washing Machine']","['Water Storage', 'Park']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",50.0,house,sector 24
3 Bedroom House for sale in Laxman Vihar,independent,0.6,105263,Plot area 57(5.3 sq.m.),3,3,1,Others,"Laxman Vihar, Gurgaon, Haryana",2.0,,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', 'Kr Dental Hub', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Dr. Sindhu Clinic', 'Shree Krishna Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Gurgaon Eye Centre', 'R K Hospital Gurgaon', 'Dr. Ashok Jain', 'Pearl Dental Clinic', 'Chirag Hospital Pvt. Ltd', 'Esic Hospital Gurugram', 'Aryan Hospital', 'Taneja Hospital', 'D.R. Rajnis Gupta Clinic', 'Sparsh Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Sarvejeet Singh', 'Dr. Madan Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Bindal Clinic', 'Kidney Clinic', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","Well maintained house.
3 bedrooms 
2 kitchen 
3 bathrooms","['1 Exhaust Fan', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']",5.0,house,sector 3a
3 Bedroom House for sale in Sector 104 Gurgaon,Hero Homes,1.95,21195,Plot area 920(85.47 sq.m.),3,5,3+,Not available,"Sector 104 Gurgaon, Gurgaon, Haryana",2.0,,5 to 10 Year Old,"['Basai Metro Station', 'HUDA Market', 'Dwarka Expressway', 'Kings International School', 'Aryan Hospital', 'IGI Airport', 'Gurugram Railway Station']","We are proud owners of house/villa available for sale in sector 40, gurgaon. Available at price of rs 1.95 crores. It has plot area of 920 sq ft. It has 3 bhk, 5 bathroom, 4 balcony.It is a freehold property",[],,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",85.0,house,sector 104
10 Bedroom House for sale in Prem Nagar,Ganpati Heights Apartment,1.25,151,Plot area 115(7692.86 sq.m.),10,6,2,Others,"Prem Nagar, Gurgaon, Haryana",3.0,South-East,10+ Year Old,"['Hanuman Mandir', 'Sheetla Mata Mandir', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Jackson Hospital', 'Dental Health Centre', 'Ahooja Eye and Dental Institute Hospital', 'M Goel Hospital', 'Dr. Sandeep Chauhan', 'Saraswati Hospital Gurgaon', 'Nova Care Clinic', 'Verma E.N.T. Hospital', 'Lall Nursing and Maternity Home', 'Lalit Dental Care', 'Om Charitable Dental & Implant Centre', 'Dentecare - Multispeciality Dental Clinic', 'Lall Eye Care Centre', 'Kharbanda Maternity and Nursing Home', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Gupta Hospital Gurgaon', 'Nidhi Clinic', 'Dr. Sarvejeet Singh', 'Dr. Babita Sharma', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Tomar Clinic', 'Children Hospital', 'Sharma Hospital Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Bhatnagar Maternity and Nursing Home', 'Kalyani Hospital Gurgaon', 'GH Gurgaon', 'Dr. Ajay S. Gupta Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Sheetla Clinic', 'Sparsh Hospital Gurgaon', 'Kishor Clinic', 'Triveni Hospital Gurgaon', 'Bindal Clinic', 'M.S Hospital', 'Ravi Clinic and Health Care Centre', 'My Care Clinic', 'Indian Oil', 'Rang Parivartan', 'Punjab national bank', 'State bank of india sbi', 'govt sec school', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'District library gurgaon']",Next to gurgaon bus depot. 10 mins walking distance from sadar bazar. On the main road. Well connected. Wide roads. Having rental income,"['1 Fan', '1 Light', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Waste Disposal']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']",7692.0,house,sector 13
5 Bedroom House for sale in Sector 109 Gurgaon,International City by Sobha Phase 1,6.1,25103,Plot area 270(225.75 sq.m.),5,6,3+,Servant Room,"Sector 109 Gurgaon, Gurgaon, Haryana",2.0,,5 to 10 Year Old,"['Dwarka sector 21 metro station', 'Pacific D21 Mall', 'Dharampeth Main Road', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi International Airport', 'Gurgaon railway station', 'The Executive Centre', 'Luxus Haritma Resort', ""Oyster's Water Park"", 'BSF Golf Course']",There is servant room plus servant toilet behind the villa. There is a bill hall in basement,,"['Maintenance Staff', 'Separate entry for servant room', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center']","['Environment5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5', 'Safety4.5 out of 5']",226.0,house,sector 109
